Id,Company1Id,Company1,Company2Id,Company2,RelatedYesNo
515,103031,,822547,,N
516,103031,,1818791,,N
517,175455,NBC Universal,1578845,,N
518,175455,,1002743,,N
519,175455,,1129133,,N
520,175455,,1282426,,N
521,175455,,1955840,,N
522,175455,,1658068,,N
523,175455,,1172174,,N
524,175455,,1489090,,N
525,102826,TripAdvisor,719015,,N
526,102826,,1798266,,N
527,102826,,118669,,Y
528,102826,,1281439,,N
529,102826,,1224035,,N
530,102826,,994597,,N
531,103017,Yelp,1812921,,N
532,103017,,1107605,,N
533,103017,,1025689,,N
534,103017,,1754959,,N
535,103017,,484581,,N
536,103017,,427517,,N
537,103017,,1727183,,N
538,103017,,148672,,N
539,118053,Netflix,1566222,,N
540,118053,,1388230,,N
541,118053,,1528006,,N
542,471212,,143556,,N
543,1388230,,143556,,N
544,1537916,,143556,,N
545,1920678,,143556,,N
546,900256,,143556,,N
547,118053,,123429,,N
548,1688803,Michigan Legal Team,1697998,,N
549,103053,facebook,870827,,N
550,870827,,1697998,,N
551,132350,,986282,Chicago Law Firm,N
552,1697998,,1265162,,Y
553,290083,,1265162,,N
554,290083,,1697998,,N
555,290083,,1472306,,N
556,1472306,,992796,,N
557,290083,,992796,,N
558,992796,,1068559,,N
559,194455,,1307093,White plans llc,N
560,1086092,,1884784,Califronai REalEstate apprasial,N
561,1307093,,1884784,,N
562,1068559,,1023847,Florda lawoffices,Y
563,1068559,,1397446,,N
564,1023847,,1397446,,N
565,403739,,1397446,,N
566,1023847,,986714,,Y
567,1068559,,986714,,Y
568,1068559,,578492,,N
569,1265162,,526466,,Y
570,1697998,,526466,,Y
571,1697998,,431941,,N
572,493994,power electronics san jose,431941,,N
573,493994,,1697998,,N
574,493994,,1955063,,N
575,493994,,337170,,N
576,431941,,337170,,N
577,924685,civil engineering cali,1265740,,N
578,1697998,,356440,spraying devices cali,N
579,899675,,356440,,N
580,1697998,,899675,,N
581,1697998,,621127,,N
582,1189119,online business services,1489994,sponges chian,N
583,1792459,china business consulting,1489994,,N
584,631773,,1489994,,N
585,631773,,1189119,,N
586,1646499,national advertising,516399,,N
587,1646499,,983994,amplifiers,N
588,1792459,,983994,,N
589,983994,,1430781,,Y
590,983994,,1101902,,Y
591,983994,,1645804,,N
592,129074,Sonos,1705646,,N
593,129074,,109311,,Y
594,129074,,1449352,,N
595,129074,,610739,,N
596,100651,Google,738204,,N
597,100651,,1902874,,N
598,1333346,Property Management NC,409068,News nebraska,N
599,275966,Garett Medical Transport,1902878,,N
600,1246651,,1902878,,N
601,1246651,,275966,,N
602,275966,,679542,NH Bank,N
603,1333346,,679542,,N
604,409068,,679542,,N
605,1272438,,679542,,N
606,1272438,,275966,,N
607,275966,,1728817,Airport Ohio,N
608,1272438,,1728817,,N
609,679542,,1728817,,N
610,340751,Mobiel Homes Tenn.,1967230,,N
611,1728817,,1967230,,N
612,1662117,Interior desing ontario,1098732,Cali contractor,N
613,1662117,,527708,,N
614,1662117,,1294367,,N
615,1098732,,1294367,,N
616,142444,Chemical NC,1567422,Sensor and controls LA,N
617,616019,,1567422,,N
618,1662117,Nmedia Ontario,1567422,,N
619,1662117,,142444,,N
620,491756,Sensors Mass.,978572,,N
621,491756,,1677757,,N
622,1662117,,1677757,,N
623,1930181,Project Return Flordia,409878,,N
624,1930181,,1120172,,N
625,409878,,1120172,,N
626,1949303,Orlando Litigation,593905,,N
627,100376,Mixpanel,139970,,Y
628,1725982,,100376,,N
629,1725982,,139970,,N
630,365300,Web Dev,1154051,Career cloud,N
631,100376,,1154051,,N
632,463569,Digital Marketing,1949303,,N
633,169096,Pharmaceuticals ,463569,,N
634,169096,,1949303,,N
635,103336,,100376,,Y
636,114749,,100376,,Y
637,212507,,114749,,Y
638,212507,,100376,,Y
639,212507,,100507,,Y
640,100376,,100507,,Y
641,149611,,100507,,N
642,149611,,100376,,N
643,149611,,212507,,N
644,700546,,149611,,N
645,700546,,100376,,N
646,700546,Suits NVA,114749,,N
647,700546,,1294769,Food processing Australia,N
648,149611,,1294769,,N
649,149611,,1574577,Flod control,N
650,1294769,,1574577,,N
651,700546,,1574577,,N
652,700546,,508615,,N
653,1294769,,508615,,N
654,124677,Bloomingdales,541241,Nursery Conn.,N
655,124677,,1074600,,N
656,541241,,1074600,,N
657,541241,,1286863,Hand tools,N
658,124677,,1286863,,N
659,1074600,,1286863,,N
660,124677,,102130,,Y
661,124680,,124677,,Y
662,124680,,102130,,Y
663,124677,,101359,,Y
664,124680,,101359,,Y
665,102130,,101359,,Y
666,124677,,124679,,Y
667,101359,,124679,,Y
668,124680,,124679,,Y
669,168429,Budwieser,371599,,Y
670,168429,,1267086,,N
671,859246,glassware,168429,,N
672,859246,,1267086,,N
673,859246,,1876347,,N
674,859246,,1791423,Beer distrib rochester,N
675,1783261,NJ pub,1791423,,N
676,168429,,494704,,Y
677,1783261,,494704,,N
678,1791423,,494704,,N
679,234065,,1783261,,N
680,168429,,135302,,Y
681,494704,,170400,,Y
682,1783261,,1792543,,N
683,859246,,1792543,,N
684,409309,manufacturing texas ,1957119,chemials,N
685,1714983,,1957119,,N
686,1714983,,409309,,N
687,126047,Jamba juice ,1760971,,N
688,126047,,1897665,,N
689,178249,,1897665,,N
690,126047,,1957119,,N
691,126047,,1596660,Olive oil,N
692,1725291,,1596660,,N
693,1897665,,1596660,,N
694,1596660,,1479634,health bar nyc,N
695,126047,,1479634,,N
696,1596660,,717405,,N
697,1479634,,1113879,,N
698,1596660,,1113879,,N
699,126047,,1113879,,N
700,409309,,1113879,,N
701,173841,Pinkberry,1884823,Restaur. Healdsburg,N
702,173841,,409309,,N
703,173841,,1760971,,N
704,409309,,1760971,Pizza michigan mt clemens,N
705,1257950,Minn graphic designer,1760971,,N
706,1257950,,409309,,N
707,1257950,,173841,,N
708,1760971,,1798826,NY Restaurant,N
709,1257950,,1798826,,N
710,1884823,,1798826,,N
711,974352,,1798826,,N
712,974352,,1257950,,N
713,974352,,173841,,N
714,527017,,173841,,N
715,1764024,michigan firearms ,1967237,salon georgia,N
716,1764024,,1803959,NC inn,N
717,1967237,,1803959,,N
718,1803959,,1404157,parking paris,N
719,1967237,,1404157,,N
720,1764024,,1404157,,N
721,1764024,,1005393,event product bc,N
722,1967237,,1005393,,N
723,465604,,1005393,,N
724,127654,Starbucks,127656,caribou,Y
725,127654,starbucks,138554,international coffee and tea,Y
726,127656,caribou,138554,,Y
727,127654,starbucks,133344,Peets,Y
728,127656,caribou,133344,,Y
729,138554,inter.,133344,,Y
730,1760605,,344521,,N
731,1760605,,344521,,N
732,661787,,927411,vending machien sales,N
733,127654,,927411,,N
734,1404157,,927411,,N
735,959612,coffe tuscson,697604,san diego caf�,N
736,697604,,1797577,Penn diner,N
737,959612,,1797577,,N
738,927411,,1797577,,N
739,914682,coffeee temp arizona,1797577,,N
740,464520,,697604,,N
741,464520,,914682,,N
742,169366,Denver coffee,1888102,Wedding,N
743,959612,,1888102,,N
744,1770088,st louis cofee,813689,,N
745,169366,,439822,,Y
746,3912401,,439822,,Y
747,3912401,,169366,,Y
748,2930453,,169366,,Y
749,2930453,,3912401,,Y
750,2930453,,439822,,Y
751,183792,Kirkwood mountain resort,1972011,,N
752,183792,,1557516,,N
753,183792,,704812,Penn partnership for children,N
754,183792,,924033,,N
755,704812,,924033,,N
756,924033,,1055097,,N
757,704812,,1055097,,N
758,183792,,183792,,N
759,135793,Pizza hut,129312,dominoes,Y
760,1740848,Iowa pizza,175956,Ohio Pizza,N
761,1777892,ppizza nh,1886527,pizzza san marcos,N
762,926397,pizza rochester,217623,pizza NH,N
763,1777892,,704812,,N
764,217623,,176430,st louis pizza,N
765,1886527,,524234,,N
766,217623,,1777782,manchester nh,Y
767,1685880,,176430,,N
768,176430,,1101015,dc pizza ,N
769,1101015,,462966,michigan pizza,N
770,217623,,462966,,N
771,1858941,,462966,,N
772,324309,supplis ohio plumbing heating cooling,1772133,,N
773,324309,,570303,,N
774,324309,,1160598,,N
775,125946,Pfizer,126917,,Y
776,125946,,124372,,Y
777,126917,,124372,,Y
778,124584,,125946,,Y
779,124584,,124372,,Y
780,124584,,126917,,Y
781,126414,,125946,,Y
782,125946,,485286,,N
783,476899,,125946,,N
784,1175744,,125946,,N
785,1175744,,476899,,N
786,1336009,,476899,,N
787,1336009,,125946,,N
788,135433,,143397,Google ventures,N
789,153216,Audi,162806,,Y
790,153216,,153073,,Y
791,125119,Fitbit,1336352,Brick manufactuer,N
792,125119,,482729,,N
793,482729,,1638054,Chair manufacturer Ontario,N
794,1336352,,1638054,,N
795,1336352,,390914,Chicago Booth Manufacturing,N
796,125119,,390914,,N
797,125119,,1535225,Misfit,Y
798,125119,,126925,,Y
799,1535225,,126925,,Y
800,125119,,111436,,Y
801,214623,Advertising illinois,126925,,N
802,1067273,,214623,,N
803,644394,,126925,,N
804,1289613,,126925,,N
805,1289613,life insurance,1664061,,N
806,669938,phone accessories,191356,fligth shopping online,N
807,1945005,event production services,669938,,N
808,1945005,,191356,,N
809,1187852,medical development app,1945005,,N
810,1187852,,191356,,N
811,128935,Exxon,1156507,,Y
812,128935,,1148485,,Y
813,128935,,711385,pennsylvania gas company,Y
814,128935,,1395811,marketing oil company,N
815,711385,,1395811,,N
816,1148485,,1395811,,N
817,128935,,128938,BP,Y
818,128938,,128937,Shell,Y
819,128935,,128937,,Y
820,128935,,130873,Valero,Y
821,128938,,130873,,Y
822,128937,,130873,,Y
823,1569859,Cloud storage,130873,,N
824,1569859,,633835,boilers,N
825,130873,,633835,,N
826,135132,Delta,957999,Arizona hot air balloon,N
827,135132,,842450,,N
828,135132,,1295932,,N
829,842450,,1295932,,N
830,957999,,487442,globehunters travel agency london,N
831,174051,westjet canadian airline,487442,,N
832,174051,,175853,air canada,Y
833,842450,,175853,,N
834,135132,Delta,135171,Southwest,Y
835,135132,,135134,United,Y
836,135171,,135134,,Y
837,135132,,104270,jetblue,Y
838,135171,,104270,,Y
839,135134,,104270,,Y
840,135132,,156411,virgin,Y
841,135171,,156411,,Y
842,135134,,156411,,Y
843,104270,,156411,,Y
844,150066,easy jet,1864778,,Y
845,150066,,866392,,N
846,150066,,282374,,N
847,113595,Avis,790402,,N
848,113595,,1404751,,N
849,790402,,1396255,,N
850,1404751,,1396255,,N
851,113595,,1396255,,N
852,154374,,1396255,,N
853,113595,,113597,Budget Rent a car,Y
854,113597,,113591,Thrifty,Y
855,113595,,113591,,Y
856,113591,,343360,,N
857,343360,,805356,,N
858,113591,,805356,,N
859,1329950,,1366888,auto repair michigan,N
860,174774,Alamo rent a car,113591,,Y
861,174774,,113597,,Y
862,174774,,113595,,Y
863,174774,,113589,,Y
864,174774,,182343,Vermont tourism,N
865,496461,,182343,,N
866,496461,,174774,,N
867,174774,,832539,fox rent a car,Y
868,113591,,832539,,Y
869,113597,,832539,,Y
870,113595,,832539,,Y
871,113589,,832539,,Y
872,194376,,832539,,N
873,100486,Owler,1531380,,N
874,100486,,1175492,,N
875,1531380,,1175492,,N
876,100486,,155828,,N
877,100486,,1673789,,N
878,1531380,,1673789,,N
879,100486,,100061,inside view,Y
880,100486,,205516,CB Insights,Y
881,100486,,1185370,Data fox,Y
882,100486,,172098,mattermark,Y
883,1185370,,172098,,Y
884,205516,,172098,,Y
885,205516,,1185370,,Y
886,172098,,737337,,N
887,172098,,881813,,N
888,172098,,473407,healthcare tech,N
889,881813,,473407,,N
890,108833,Seatgeek,1584847,,N
891,108833,,1412991,,N
892,1584847,,1412991,,N
893,108833,,1509005,,N
894,1412991,,1509005,,N
895,108833,,1945769,,Y
896,108833,,431709,,N
897,1945769,,431709,,N
898,108833,,739171,,Y
899,967213,,358046,tenn performing arts,N
900,1122606,,358046,,N
901,108833,,123416,stubhub,Y
902,128534,comcast ,103449,verizon,Y
903,136203,dish,103449,,Y
904,136203,,128534,comcast,Y
905,122768,directTV,128534,,Y
906,122768,,103449,,Y
907,122768,,136203,,Y
908,122609,timewarner,128534,,Y
909,122609,,136203,,Y
910,122609,,103449,,Y
911,122609,,122768,,Y
912,103449,verizion,102265,sprint,Y
913,101694,at&t,102265,sprint,Y
914,101694,,130243,tmobile,Y
915,103449,,130243,,Y
916,102265,,130243,,Y
917,116231,airbnb,1264583,,N
918,167299,,116231,,N
919,167299,,1661064,,N
920,125874,fender,125875,gibson,Y
921,125874,,127376,yamaha,Y
922,125875,,127376,,Y
923,714334,epiphone,125874,,Y
924,714334,,125875,,Y
925,714334,,127376,,Y
926,125332,line6,125874,,Y
927,125332,,125875,,Y
928,125332,,127376,,Y
929,125332,,714334,,Y
930,1379914,hofner,125874,,Y
931,1379914,,125875,,Y
932,1379914,,127376,,Y
933,1379914,,714334,,Y
934,1379914,,125332,,Y
935,125875,,604860,,Y
936,125875,,1599320,bass fishing,N
937,604860,,1599320,,N
938,1103137,,1599320,,N
939,125875,,1782898,,N
940,125874,,345900,,N
941,1102662,,345900,,N
942,125877,taylor guitars,125874,fender,Y
943,125877,,125875,gibson,Y
944,125877,,714334,epiphone,Y
945,125877,,1379914,hofner,Y
946,125877,,125332,line6,Y
947,125877,,127376,yamaha,Y
948,125877,,125878,,Y
949,125877,,221552,,N
950,125874,,221552,,N
951,1257075,,125877,,N
952,1257075,,125874,,N
953,183811,chobani,374589,dannon,Y
954,495526,,374589,,N
955,183875,,374589,,N
956,183875,,495526,,N
957,325944,publishers,374589,,N
958,374589,,829677,fact flow research,N
959,125534,,374589,,Y
960,129103,new balance,479314,,N
961,129103,,130853,oasics,Y
962,129103,,171925,adidas,Y
963,130853,,171925,,Y
964,171925,,139002,,N
965,171925,,590947,,N
966,183811,,590947,,N
967,374589,,139002,,N
968,1273305,movie theatre,131017,pepsico,N
969,1273305,,493502,,N
970,131017,,493502,,N
971,131017,,1941528,,N
972,1273305,,1941528,,N
973,131017,,1941528,,N
974,1377871,,1941528,,N
975,1377871,,131017,,N
976,1377871,,1273305,,N
977,1377871,,604773,fairgrounds,N
978,131017,,604773,,N
979,1941528,,604773,,N
980,1377871,,604773,,N
981,129903,mondelez,131017,pepsi,Y
982,131017,,125534,General mils,Y
983,129903,,125534,,Y
984,135363,A&F,135153,Gap,Y
985,109909,J Crew,135363,,Y
986,109909,,135153,,Y
987,132350,american apparel,135363,,Y
988,132350,,135153,,Y
989,132350,,109909,,Y
990,153905,forever 21,135363,,Y
991,153905,,135153,,Y
992,153905,,109909,,Y
993,153905,,132350,,Y
994,563557,plumbing,531774,mortgage cali,N
995,563557,,1911200,printers,N
996,531774,,1911200,,N
997,1911200,,356362,,N
998,563557,,356362,,N
999,531774,,356362,,N
1000,820520,,1911200,,N
