"Company Id"|"Domain"|"Short Name"|"Keywords"|"Description Facebook"|"Descritption HTML Meta Tag"|"Description About Page Extracted"|"Country"|"State"|"City"|"Employee Count"|"Revenue"|"Funding"|"CEO"|"Founded Year"|"Industry"|"Competitor Ids"
"100254"|"engrade.com"|"Engrade"|||"Searching for the best academic management systems for your school  Explore Engrade, the platform that brings all of your digital tools to one login.."|"McGraw Hill Education Agrees to Acquire Engrade, Instructional Improvement Platform for K 12 EducationAcquisition strengthens both companies by combining McGraw Hill Education   s high quality assessment and instructional offerings with Engrade   s open platform and tools NEW YORK     February 3, 2014     McGraw Hill Education, a leading digital learning company, today announced that it has agreed"|"united states"|"ny"|"new york"|||"8000000"|"Zach Posner; "||"education"|"959474;"
"100257"|"brightstorm.com"|"Brightstorm"|"brightstorm;time saving homework help videos;time saving videos;physics;precalculus;videos;trigonometry;science;geometry;psat;math;time saving homework help;ap;sat;homework help;chemistry;test prep;calculus;act;time saving;biology;algebra;"||"5,300 video lessons by expert teachers. 5,300 video lessons cover pre algebra, algebra, geometry, algebra 2, trigonometry, precalculus, calculus in math, chemistry, biology and physics in science, English grammar, writing and literature in English, and SAT, ACT, ACT redbook, AP biology, AP calculus, AP US government, AP US history.."|"We provide quick homework help through expert video lessons.Our mission at Brightstorm is to be the best place to learn in the world. We believe that great learning starts with great teaching. So, we find the best teachers, film them teaching, and build learning solutions around those great teacher videos.Our membership targets the high school age curriculum and includes video coverage in , Scienc"|"united states"|"arizona"|"scottsdale"|"10"|"1000000"|"6000000"|"Bumsoo Kim; "|"03/2008"|"software internet and computer services"|"100159;492630;100575;"
"100258"|"rhapsody.com"|"Rhapsody"|"Unlimited Music;Rhapsody;"||"Listen to full length songs for free and read the lyrics   millions of songs, online radio, downloads, music videos, playlists, photos, latest music releases.  ."||"united states"|"washington"|"seatttle"|"324"|"143000000"|"61000000"|"Jon  Irwin; David Hose; "|"2001"|"media and entertainment"|"103027;100247;103031;"
"100259"|"betterlesson.com"|"BetterLesson"||||"Alex Grodd  Founder   CEO  is a Teach For America alum who taught 6th grade English at Roxbury Preparatory Charter School. He founded BetterLesson to address the challenges he faced in the classroom.Erin Osborn  Co Founder   COO  finds hope in the eagerness of inspired students. She comes from the halls of Cambridge Public Schools and the mean streets of Ed Reform organizing.Yevy Spivak  Director "|"united states"|"massachusetts"|"somerville"|"40"|"2000000"|"12100000"|"Alex Grodd; "|"06/2008"|"education"|"485535;123087;131473;"
"100260"|"infinitecampus.com"|"Infinite Campus"||||"If you like to streamline educational processes, promote stakeholder collaboration and meet demands of K12 education,Driven by our mission and vision to Transform K12 Education , we build solutions to serve K12 education and empower change for the better.Charlie Kratsch founded Infinite Campus, Inc. in 1993 and continues as the CEO today. We are proud to say more than 2,000 districts in 43 states "|"united states"|"mn"|"blaine"||||"Charlie  Kratsch; "||"software internet and computer services"|"103277;100569;"
"100261"|"schoology.com"|"Schoology"|||"Schoology is an innovative learning management system  LMS  and social network that makes it easy to create and share academic content. Sign up today.."||"united states"|"ny"|"new york"|"140"|"11000000"|"55600000"|"Jeremy Friedman; "|"2009"|"education"|"124249;124248;100253;492499;116030;167860;1829783;"
"100262"|"majorleaguegaming.com"|"MLG"|"Major League Gaming;eSports;MLG;MLG.tv;"|||"MLG is one of the fastest growing digital networks worldwide, the most recognized brand in eSports and pioneer of the competitive gaming industry.MLG s mission is to promote eSports globally through premier competition and to deliver premium gaming content to viewers anytime, anywhere through our global streaming platform   MLG.tvMLG.tv is the free to watch, ad supported, premium video streaming p"|"united states"|"ne"|"new york"||"34000000"|"61900000"|"Sundance DiGiovanni; "|"2002"|"software internet and computer services"|"4239573;12132474;"
"100263"|"gaikai.com"|"Gaikai"||||"This site requires JavaScript. Please enable JavaScript and try again.If you would like to contact us, please direct inquiries to the following addresses GAIKAI and the GAIKAI logo are trademarks or registered trademarks of Gaikai Inc.  a Sony Computer Entertainment company .   2014 Gaikai Inc. All rights reserved."|"united states"|"ca"|"alisoviejo"|||"43200000"|||"software internet and computer services"|"100264;125263;123009;"
"100264"|"onlive.com"|"OnLive"||||"OnLive is building the future of cloud computing. The company was founded by Steve Perlman, noted entrepreneur and inventor who spent years in developing the technology before launching the OnLive Game Service in June 2010.The OnLive Game Service has operated since then with zero downtime, serving millions of users in the US and Europe. OnLive has proved that with our technology, high end visual c"|"united states"|"ca"|"mountain view"|"125"|"5000000"|"56500000"|"Charlie Jablonski; "||"media and entertainment"|"107250;123009;486665;"
"100265"|"gojee.com"|"Gojee"|"Gojee;Search;Drinks;Food;Recipes;"||"Gojee is the  Home of Great Taste . We curate hand selected recipes from some of the best food and drink writers in the world. Join us to discover new worlds of cooking and mouth watering dishes you can make.."||"United States"|"NY"|"New York"|||"4000000"|"Michael LaValle; "|"09/2009"|"software internet and computer services"|"103493;264512;232776;"
"100266"|"bluekai.com"|"BlueKai"|"Data Management Platform;acquisition;BlueKai;DMP;"||"Oracle announced that it has agreed to acquire BlueKai, the industry's leading Data Management Platform."|"BlueKai is the industry's leading cloud based big data platform that enables companies to personalize online, offline and mobile marketing campaigns with richer and more actionable information about targeted audiences. BlueKai's Data Management Platform  DMP  centrally organizes a company's customer and audience data in the cloud to help implement personalized marketing campaigns across all channe"|"united states"|"ca"|"cupertino"|"100"|"30000000"|"56911700"|"Omar Tawakol; "||"software internet and computer services"|"101974;106284;100197;130390;2241851;1291897;1158464;4599994;101972;113660;262982;"
"100269"|"vantagemedia.com"|"Vantage Media"|||"Vantage Media specializes in delivering qualified customers to leading brands in the Education, Insurance and Moving verticals on a pay for performance basis.."||"united states"|"california"|"el segundo"|||"70000000"|"Patrick Quigley; "||"media and entertainment"|"101792;104547;101798;"
"100270"|"oversee.net"|"Oversee"||||"Oversee.net is an innovative technology company that owns and operates a portfolio of consumer websites designed to help users discover, compare, and save. Over 25 million unique visitors per month visit the company s three key verticals in travel, consumer finance and comparison shopping. Our portfolio of brands and mobile properties include WanderWe.com, AirportParking.com, LowFares.com, FareSpo"|"United States"|"CA"|"Los Angeles"|||"150000000"|"Debra S.  Domeyer ; "|"2000"|"software internet and computer services"|"115644;101796;100763;"
"100272"|"adknowledge.com"|"Adknowledge"|"digital marketing roi;digital marketing strategies;mobile app installs;mobile app distribution;digital marketing company;"||"Count on Adknowledge to provide you with exceptional digital marketing strategies, including video delivery, social media, and app install services.."|"Five Surprising Stats About Pre Super Bowl Advertising Every Marketer Should KnowAs of this morning, our Pre Super Bowl Advertising Scoreboard shows consumers have viewed Super Bowl official teasers and spots on YouTube roughly 70 million times. To put this in perspective, this is like 7,700 years of continuous viewing. And this is on You Tube alone   that does not count other social networks and "|"united states"|"mo"|"kansas city"||||"Ben Legg; "|"06/2004"|"software internet and computer services"|"100651;103053;131221;117877;170995;"
"100274"|"yummly.com"|"Yummly"|||"Search for recipes by ingredient, diet, allergy, nutrition, taste, calories, fat, price, cuisine, time, course and source.."|"Yummly was launched in 2010 by foodies on a mission to invent the ultimate kitchen tool. Whether it   s finding a recipe or going to the store, Yummly wants to make it easier for foodies to do what they love     cook, eat, and share Yummly s mission is to be the world   s largest, most powerful, and most helpful food site in the world.Today, with 15 million monthly unique visitors, Yummly is succe"|"united states"|"california"|"redwood city"|"50"|"0"|"28900000"|"David Feller; "|"2009"|"software internet and computer services"|"181287;100277;4252248;"
"100275"|"clicksquared.com"|"ClickSquared"|"Cloud Marketing Software;Marketing CMS;Marketing Hub;Cross Channel Marketing;"||"ClickSquared provides cross channel marketing including marketing campaign management, customer analytics, and cloud marketing software.."|"ClickSquared is the leading SaaS based, cross channel campaign management solution provider for B2C marketers who want to increase customer lifetime value. Our SasS platform, the Cross Channel Marketing HubSM   the HubSM  , consolidates enterprise class features and functionality typically found in stand alone channel specific platforms and gives marketers a tightly integrated, easily orchestrated"|"United States"|"MA"|"Boston"||"10000000"|"26500000"|"Sam Zales; "|"1999"|"professional services"|"136603;121163;102141;"
"100277"|"foodily.com"|"Foodily"|"best recipes;recipe search engine;recipes;recipe sites;find recipes;recipes search;"|||"We are the world s largest social recipe network, bringing you and your friends together over the best recipes on the web. Don't be stingy   good food is for sharing."|"united states"|"ca"|"san carlos"|"10"|"2000000"|"6680000"|"Andrea Cutright; "|"2010"|"food and beverages"|"100274;181287;486775;"
"100278"|"food52.com"|"Food52"|||"Food community, recipes, kitchen   home products, and cooking contests.."||"united states"|"new york"|"new york"|"60"|"5000000"|"9050000"|"Amanda Hesser; "|"2009"|"travel recreation and leisure"|"140225;"
"100279"|"foodiebytes.com"|"FoodieBytes"||||"FoodieBytes is revolutionizing the concept of eating out. We aggregate and offer money saving deals for thousands of restaurants in major cities across the U.S. Users benefit by realizing BIG dining savings of 25 40  off the entire food and drink bill. Better yet, there are no limited time coupons, no codes, gimmicks or tricks. After dining, the final check is discreetly presented, reflecting the "|"united states"|"arizona"|"scottsdale"||||||"travel recreation and leisure"|"104280;105115;105119;"
"100280"|"foodzie.com"|"Foodzie"|"Gourmet;Local;Food;Foodzie;"||||"united states"|"arizona"|"scottsdale"|"20"|"1000000"|"1015000"||||"100239;107332;"
"100281"|"igourmet.com"|"igourmet"|"gifts gift baskets food meat wine cheese basket gourmet cheeses month club igourmet coffee tea honey buy food online unique order recipe deliver delivery ship imported store chocolate extra virgin olive oil balsamic vinegar recipes italian organic;"||"Buy Gourmet Cheese, Award Winning Gift Baskets   Fine Food Online. The Widest Selection of Artisan Cheeses, Gourmet Gift Baskets   Specialty Foods is Available Only at igourmet.com. Shop for Meats, Olive Oil, Balsamic Vinegar, and Of The Month Clubs.."|"Founded in 1997, igourmet.com is North America's leading online gourmet food and gift retailer. Offering over 800 specialty cheeses, thousands of fine foods, and a complete line of exquisite gift baskets, each accompanied by detailed information and useful serving suggestions, igourmet.com is the preferred place to shop for connoisseurs across North America. Founded and operated by industry vetera"|"united states"|"pa"|"west pittston"||||"Spencer Chesman; "||"retail"|"125152;125153;125155;"
"100282"|"seamless.com"|"Seamless"|"local food delivery;food delivery;delivery restaurants;online ordering;delivery food;seamless;order food online;seamlessweb;take out;food;food delivery service;restaurants;restaurant delivery;takeout;"||"Online food ordering from local restaurants. Fast, easy and always FREE to use, Seamless.com has 1000s of menus for takeout or delivery. Exclusive restaurant coupons, reviews, photos, and more ."||"united states"|"ny"|"new york"|"227"|"52000000"|"51000000"|"Jonathan Zabusky; "||"software internet and computer services"|"122138;217990;105115;115690;106705;143398;198765;122141;209992;217596;105129;4870629;486219;687579;1665349;"
"100283"|"orderup.com"|"OrderUp"|||"See who delivers to you  Enter your address and place your order online. We deliver the best local restaurants and your favorite fast food chains.."|"We started as a group of college friends who created our own online food ordering site out of passion and guerrilla marketing techniques. It soon became apparent that our innovative business model could be replicated in multiple emerging markets. Now a part of the Groupon family, we re thriving in over 55 markets as both OrderUp and Groupon to Go.We're passionate in our mission to change the way f"|"United States"|"MD"|"Baltimore"|"150"|"18000000"|"8025000"|"Chris Jeffery; "|"2009"|"software internet and computer services"|"122138;122141;486219;"
"100285"|"thinkvine.com"|"ThinkVine "|||"ThinkVine's marketing optimization software uses predictive modeling to generate marketing driven sales.."||"united states"|"ohio"|"cincinnati"|"50"|"5000000"|"9900000"||"2008"|"consumer services"|"121163;124838;128723;"
"100286"|"trialpay.com"|"TrialPay"|||"TrialPay is the payment and promotions platform that instantly increases sales from your current traffic. We offer monetization solutions that convert shoppers for industry leaders in Casual Games, Online Services, Retail, Social Apps and Software.."|"TrialPay is the leader in cross platform monetization, reaching over 500mm users by connecting thousands of developers with the right advertisers. With Evergreen, the most flexible monetization toolkit, we allow developers to leverage custom solutions and third party platforms to engage and reach the best customers at the right time, driving acquisition, revenue growth, and LTV. We pride ourselves"|"united states"|"ca"|"palo alto"|"104"|"81000000"|"55800000"|"Terry Angelos; "|"2006"|"software internet and computer services"|"123821;102401;100402;"
"100289"|"kaltura.com"|"Kaltura"|"Video Solution;Enterprise;Video Player;Kaltura;Video Platform;Video Solutions;Video Management;Education Technology;"||"The leading video platform  video solutions, software and services for video publishing, management, syndication and monetization. Get free trial ."|"Kaltura s mission is to power any video experience. A recognized leader in the OTT TV  Over the Top TV , OVP  Online Video Platform , EdVP  Education Video Platform  and EVP  Enterprise Video Platform  markets, Kaltura has emerged as the fastest growing video platform, and as the one with the widest use case and appeal. Kaltura is deployed globally in thousands of enterprises, media companies, ser"|"united states"|"new york"|"new york"|"314"|"48000000"|"115100000"|"Ron Yekutiel; "|"09/2006"|"software internet and computer services"|"100106;101826;185511;"
"100290"|"mercent.com"|"Mercent"|||"Ecommerce marketing software for retailers. Increase online sales through shopping feeds to Amazon, eBay, Google Shopping, Shopping Engines and Product Ads.."||"united states"|"wa"|"seattle"|"90"||"9200000"|"Eric Best; "||"software internet and computer services"|"140214;139552;"
"100292"|"channeladvisor.com"|"ChannelAdvisor"||"Be seen.  channeladvisor.com    channeladvisor"|||"United States"|"NC"|"Morrisville"|"601"|"100585000"|"155500000"||"06/2001"|"software internet and computer services"|"127433;124830;140614;"
"100294"|"coupa.com"|"Coupa"|"cloud spend management;coupa;cloud financial software;coupa software;"||"Coupa is savings as a service. Our cloud based suite of financial applications helps you spend smarter and more efficiently. Coupa s cloud based suite of financial applications helps you spend smarter and more efficiently.."|"Back in 2006, as the Internet was transforming consumer buying, the founders of Coupa asked themselves a big question  Why should the way we buy at work be any different than the way we buy at home  Answer  It shouldn t. And so Coupa Procurement was born. It doesn t matter how powerful your procurement software is on the back end   if people can t or won t use it you won t save a dime. We set out "|"united states"|"arizona"|"scottsdale"|"463"|"66000000"|"169000000"|"Rob Bernshteyn; "|"2006"|"software internet and computer services"|"124830;126630;190270;120746;100504;100503;100658;103171;130331;135140;132470;363417;"
"100296"|"powerreviews.com"|"PowerReviews"||||"Consumers are more informed than ever. With information at their fingertips, consumers demand open communication, transparency, and accountability from businesses or they quickly move on. We get it. We re committed to expanding the transparency economy not only by providing a platform for consumers to engage with organizations regardless of industry, size or location but also by supporting our cus"|"united states"|"arizona"|"scottsdale"|"87"|"9000000"|"74000000"|"Pehr Luedtke; Matt Moog; "|"2005"||"101863;256253;1293638;"
"100297"|"everlane.com"|"Everlane"|||"We make the most beautiful essentials, at the best factories, without traditional markups. Free shipping on 2  items.."||"united states"|"california"|"san francisco"|"70"|"10000000"|"1100000"|"Michael Preysman; "|"2011"|"retail"|"2700410;"
"100298"|"retrevo.com"|"Retrevo"|"electronics manuals;electronics reviews;digital camera reviews;laptop manuals;electronics deals;laptop reviews;notebook reviews;camera manuals;gps reviews;retrevo;computer manuals;product help;notebook manuals;"||"Matching people and electronics. Retrevo can find you product reviews, manuals and support for laptop computers, digital cameras, gps, cell phones, printers, camcorders, and more.."|"Meet Retrevo Retrevo is one of the world's largest consumer electronics shopping and review sites, where consumers can discover, learn about, and ultimately buy gadgets and gear. Retrevo is part of the Shopzilla, Inc. portfolio of shopping websites.Welcome to Our World Retrevo welcomes more than 6 million gadget enthusiasts a month to our site for unbiased buying advice and a marketplace with trus"|"united states"|"ca"|"los angeles"|||"11200000"||||"101864;"
"100302"|"adkeeper.com"|"Keep"||"The Keep Shopping app changes mobile shopping  forever. Buy any product from any store, anywhere with one checkout. "||||||||"43000000"|"Scott P. Kurnit; "|"01/2007"|"software internet and computer services"|"104674;493013;100382;"
"100303"|"brewpr.com"|"BREW PR"|||"Founded to provide media relations, strategy and networking to amazingly cool companies in the tech space.."|"The Big Picture of YouMake a personal page and inspire people to connect with you.It s free and only takes minutes to set up a page. Join now or learn more.Already joined   Join for FREEJoin for FREEor continue with Forgot password Logging In Login secured with SSL"|"united states"|"ny"|"new york"||||"Brooke Hammerling; "||"professional services"|"124007;"
"100304"|"chloeandisabel.com"|"Chloe   Isabel"|"jewelry home party plan;jewelry home party;trunk show;jewelry direct sales;college student;jewelry parties;business home jewelry party;jewelry designer;mom;party plan;work from home;direct sales;chantel waterbury;home parties;"||"Chloe   Isabel is a fashion jewelry lifestyle brand devoted to empowering the next generation of entrepreneurs through social retail.."|"We optimize our website for all modern browsers including Internet Explorer 9, but for the best experience we recommend using Google Chrome Our innovative platform allows us to engage and empower our Merchandisers in a way that s never been done.Chloe   Isabel is their company, not ours. We re dedicated to encouraging them to help shape and grow our brand, and in the process, find their own creati"|"united states"|"fl"|"jacksonville"|||"26800000"|"Chantel Waterbury; "|"11/2010"|"retail"|"123478;"
"100305"|"warbyparker.com"|"Warby Parker"|"optical;Eyewear;vintage eyewear;anti reflective lenses;glasses;acetate eyewear;prescription lenses;glasses online;eyeglasses frame;retro eyewear;plastic eyeglasses;eye wear;boutique eyewear;designer eyewear;monocle;affordable eyeglasses;affordable eyewear;eyewear online;eyewear frame;fashion eyewear;eyeglasses online;eyeglasses;home try on;"||"Vintage inspired prescription eyeglasses starting at  95. Find a great pair today with our free Home Try On Program. Fast free shipping both ways.."||"united states"|"ny"|"new york"|"450"|"70000000"|"256005000"|"David  Gilboa; Neil  Blumenthal; Neil Blumenthal; "||"retail"|"103525;103521;158869;"
"100306"|"grovo.com"|"Grovo"|"free online education;Internet training;cloud software tutorials;online learning;computer help;Internet education;video tutorials;Grovo learning;"||"Grovo gives you the technology and content to train, develop, and inspire your team. Our 60 second videos teach everything your employees need, delivered in a way they love.."|"Every year,the digital skills gap drives almost a  1.3 trillion productivity loss for the U.S. economy.More than 200M adults in the US are part of the digital workforce, yet 58  of them feel they are not productive with the digital tools their organizations use.Technology has quickly outpaced traditional training and as a result workers, businesses, and the economy are suffering.On average,workers"|"united states"|"new york"|"new york"|"119"|"30000000"|"62000000"|"Jeff Fernandez; "|"2010"|"software internet and computer services"|"100380;140175;460289;100154;100122;101112;135098;100391;217931;123582;372122;6056191;114345;1531922;155902;"
"100307"|"thefind.com"|"TheFind"|||"Green stores, organic brands, and fair trade products at TheFindGreen.com."||"united states"|"ca"|"mountain view"|"60"|"20000000"|"26000000"|"Siva Kumar; "||"software internet and computer services"|"104401;101530;225104;"
"100308"|"wizecommerce.com"|"Nextag"|||"Don't Like Paying High Prices  Comparison Shop at Nextag and Find the Best Value for Electronics, Home   Garden, Clothing, Hotels and So Much More  Find It. Love It.."|"To create a more customized online experience for consumers, some of the ads you may receive on AOL sites and services are tailored to previous online behaviors visits on this device.Where Can I Learn More About Advertising On AOL The practices of AOL Advertising, including advertising on our network of websites, as well as across other internal sites, products, and services that are offered by AO"|"United States"|"CA"|"San Mateo"|||"830000000"|"Jeff Katz; "|"06/1999"|"personal and household goods"|"124126;"
"100309"|"become.com"|"Become"|||"Become.com is an online price comparison shopping site that helps you find the best deals. From computers, tablets, and smartphones to gifts, cosmetics, clothing, and more.."|"Become, Inc. provides cloud based performance marketing and SaaS solutions that benefit online retailers, web   mobile publishers and online shoppers  Product Ads, Channel Management, Feed Optimization, Analytics and more . Become helps merchants increase sales, publishers monetize traffic and consumers make more informed shopping decisions. With over 500 publishers, Become operates the world s la"|"United States"|"CA"|"Sunnyvale"|"266"|"13000000"|"37200000"|"Alex Terry; "||"software internet and computer services"|"100307;"
"100310"|"modcloth.com"|"Modcloth"|||"Shop the latest selection of cute   unique women's clothes at ModCloth  Get free shipping   easy returns on fab dresses, shoes, accessories and home decor."|"ModCloth started as an outlet for Susan's love of fashion  In high school, Susan spent most of her weekends and summers thrift store shopping. She often found herself unable to pass up a great vintage find, no matter the size. Soon enough, her closet was overflowing with vintage styles she loved, but couldn't wear. Eric   her then boyfriend   designed a website to help her turn her thrifting into "|"united states"|"california"|"san francisco"|"388"|"99000000"|"60200000"|"Matthew A. Kaness; "|"06/2002"|"retail"|"115096;193004;"
"100311"|"couponsinc.com"|"Coupons.com"||"Coupons.com Incorporated is the recognized leader in digital coupons, including online printable, save to loyalty card and mobile promotions.    Nielsen, March 2010"|||"united states"|"fl"|"jacksonville"|"552"|"226440000"|"444800000"|"Steven R. Boal; "|"05/1998"|"media and entertainment"|"134990;110354;230605;"
"100312"|"grocerycouponnetwork.com"|"GroceryCouponNetwork"|||"Updated hourly  Get the best deals on groceries, home goods, clothing and more from your favorite stores and brands. Easy to print. Easy to copy codes.."|"About Us  Get to Know Grocery Coupon NetworkThe Grocery Coupon Network team is happy you decided to join us  We're working hard to become the best online Grocery Coupon resource. We know how valuable your time is so we will try to make this fast, fun, and useful for you.Every day our team of coupon experts sift through thousands of coupons, online and off, and bring you ONLY THE BEST savings.We ad"|"united states"|"fl"|"fort lauderdale"||||"Sam Jordan; "|"2008"|"professional services"|"1845690;"
"100315"|"mobileiron.com"|"MobileIron"|"enterprise mobility services;enterprise mobility companies;enterprise mobile solutions;mdm;"||"MobileIron, a world leader in MDM and enterprise mobility services, offers its enterprise mobile solutions that meet both user demands and IT needs.."|"MobileIron   The Leader in Enterprise Mobility ManagementMobileIron   The Leader in Enterprise Mobility ManagementMobileIron's mission is to enable global companies to become Mobile First organizations, embracing mobility as their primary IT platform in order to transform their businesses and increase their competitiveness.Mobile technology is driving a massive shift in the ability of IT to suppor"|"United States"|"CA"|"Mountain View"|"843"|"149298000"|"260800000"|"Barry Mainz; Barry Mainz; "|"2007"|"software internet and computer services"|"105433;110740;100588;100587;1838974;137148;157229;100651;484455;1152464;1141987;103679;102901;172880;"
"100317"|"celmatix.com"|"Celmatix"|||"Celmatix is a personalized medicine company focused on women   s health. We leverage predictive analytics and genomics to create products that bring greater clarity to the treatment of infertility and pave the way for proactive fertility management.."|"Celmatix is a personalized medicine company focused on women   s health.We leverage predictive analytics and genomics to create products that bring greater clarity to the treatment of infertility and pave the way for proactive fertility management.Powered by our novel research discoveries, our products help women make informed decisions about their fertility and provide doctors data driven tools t"|"united states"|"brazos"|"college station"|"62"|"17000000"|"11806100"||"2009"|"health care equipment and services"|"137024;137025;137027;"
"100318"|"cardiomag.com"|"CardioMag Imaging"|"cardiac diagnostic devices called MagnetoCardioGraphs  MCG ;"||"CMI designs, manufactures, and markets cardiac diagnostic devices called MagnetoCardioGraphs  MCG , which records the magnetic field associated with the electrical activity of the heart using highly sensitive superconducting sensors. Our goal is to revolutionize healthcare by detecting, at the earliest stages, the onset of coronary artery disease using our MCG technology.."|"CardioMag Imaging, Inc.  CMI  is a privately held medical device company founded in 1999 and is engaged in the development and commercialization of a unique kind of cardiac diagnostic device known as MagnetoCardioGraphs  MCG . The device the company has developed consists of the integration of highly sophisticated proprietary sensors, electronics, and software. The company s MCG system is a non in"|"united states"|"ny"|"schenectady"|||"10900000"|"Carl H. Rosner; "||"health care equipment and services"|"100455;100225;"
"100321"|"nimble.com"|"Nimble"|"sales crm;social business platform;Nimble;crm for small businesses;social media crm;business crm;social crm applications;social crm;small business crm;"||"Nimble is the only solution to offer small businesses the best features of high end CRM systems combined with the power of social media.."|"In today s social environment, 70  to 100  of the buying process is done online, without you ever seeing or directly communicating with the buyer. Technology has changed the rules of marketing and advertising creating a savvy, informed customer that demands exemplary service, accurate delivery, and the highest quality at the lowest possible price.At Social Savvy, we partner with you to help you im"|"United States"|"CA"|"Santa Monica"|"30"|"3000000"|"1000000"|"Jon Ferrara; "|"11/2008"|"software internet and computer services"|"100654;106145;172574;"
"100322"|"appdynamics.com"|"AppDynamics"|"application performance monitoring;appdynamics;application performance management;"||"Get real time insight from your applications using Application Performance Management how they re being used, how they re performing, where they need help.."||"united states"|"california"|"san francisco"|"668"|"131000000"|"364500000"|"David Wadhwani; "|"2008"|"software internet and computer services"|"103965;10360752;103566;115856;140714;155654;123771;126658;100326;"
"100323"|"exactlogix.com"|"AccuLynx"|||"AccuLynx is a cloud based construction management software designed with the Specialty Trade Contractor in mind. CRM, Diagram, Estimate, Track, Order, Report and more.  Check out our state of the art SaaS software suite for free today ."||||||||"Richard Spanton Jr.; "||"software internet and computer services"|"124799;124797;124795;"
"100325"|"commence.com"|"Commence"|"Online CRM;CRM System;Sales Software;Hosted CRM;Hosted CRM System;Web Based CRM;Customer Software;Customer Management;Customer Management Software;CRM Management;CRM Software;Contact Management Software;Web CRM;CRM;"||"Commence offers top rated Online CRM Software for Mid Market and Small Enterprises  SME . Offers additional Web CRM Software solutions as a Contact Management Application for SFA, Online Marketing Management, Lead Management, Quoting, and Outlook.."|"Founded in 1988, Commence  Corporation is a leading provider of Customer Relationship Management  CRM  and Business Process Automation software. The company provides a diverse suite of customer management software solutions that integrate people, processes and technology for improved agility and business performance. Companies that have implemented Commence s customer management software have real"|"united states"|"nj"|"tinton falls"||"10000000"||"Larry  Caretsky; "|"1988"|"software internet and computer services"|"100469;107959;100457;"
"100327"|"aerohive.com"|"Aerohive Networks"|"cloud enabled;cloud networking;controller less;branch networks;wi fi;"||"Aerohive cloud networking architecture supports identity based wireless or wired access and enables delivery of mission critical applications to any user or device, regardless of location in the headquarters or branch office.."|"Aerohive is a innovative enterprise mobility company. Our solutions enable enterprises to leverage the power of mobility to increase productivity, engage customers and grow their business. Our proprietary mobility platform utilizes the cloud and a distributed, controller less architecture to deliver unified, intelligent, simplified networks that can be cost effectively deployed. The scalability an"|"united states"|"california"|"sunnyvale"|"624"|"93700000"|"180000000"|"David K Flynn; "|"06/2006"|"telecommunications"|"102217;102223;102227;"
"100328"|"richrelevance.com"|"RichRelevance"|||"The RichRelevance Omnichannel personalization platform provides ecommerce recommendations and content optimization across web, mobile, in store analytics, website, and email.."|"RichRelevance is the global leader in omnichannel personalizationRichRelevance is the global leader in omnichannel personalization and is used by more than 200 multinational companies to deliver the most relevant and innovative customer experiences across web, mobile and in store. RichRelevance drives more than one billion decisions every day, and has generated over  10 billion in sales for its cl"|"united states"|"california"|"san francisco"|"184"|"13000000"|"81800000"||"02/2006"|"software internet and computer services"|"142053;142071;172065;"
"100329"|"silver peak.com"|"Silver Peak"|||"Silver Peak s WAN optimization and replication acceleration solutions accelerate data mobility over distance for optimal application performance.."||"united states"|"ca"|"santa clara"|"237"|"11000000"|"82199300"|"Richard N. Tinsley; "|"2004"|"software internet and computer services"|"100345;"
"100331"|"exinda.com"|"Exinda"|"network optimizer;traffic shaping;wan optimizer;wan optimization;wan acceleration;network orchestration;network shaping;"||"Exinda Next Generation WAN Optimization Solutions, assure user experience across all network applications. Visit us to learn more ."||"united states"|"ma"|"boston"|"131"|"33000000"|"19000000"|"Michael Sharma; "|"2002"|"software internet and computer services"|"100345;102254;105617;"
"100332"|"baynote.com"|"Baynote"||||"Baynote is a leading provider of personalized customer experience solutions for multi channel retailers. Using Baynote s patented approach, retailers are able to understand buyer intent  in the moment  across the shopping experience to deliver compelling offers, content and product recommendations that increase engagement, conversion and average order value. Baynote quickly integrates with existin"|"United States"|"CA"|"San Jose"|"95"|"10000000"|"32500000"|"Bill Hustad; "|"11/2004"|"software internet and computer services"|"142053;148759;1838779;"
"100333"|"cleanpowerfinance.com"|"Clean Power Finance"|||"Our mission is to drive the mass market adoption of residential solar by building an online marketplace for industry professionals and investors.."|"Clean Power Finance is a financial services and software provider for the solar industry and capital markets.At Clean Power Finance, our mission is to drive the mass market adoption of residential solar. We provide software and financial services to residential solar companies so they can operate more efficiently and profitably.We operate an online business to business platform for residential sol"|"united states"|"california"|"san francisco"||"30000000"|"68985300"|"Nat Kreamer; "|"2006"|"banking financial services and insurance"|"370053;"
"100334"|"opower.com"|"Opower"||"http   www.opower.com and http   www.opowerjobs.com"|||"United States"|"VA"|"Arlington"|"599"|"148691000"|"181400000"|"Daniel Yates; "|"03/2007"|"software internet and computer services"|"100339;102277;103659;4415465;"
